,Group.1,GW_temp,GW_level,Site,Date
1,AD_0017-11-06,11.10977778,-56.868,AD,0017-11-06
2,AD_0017-11-07,11.09802083,-56.62979167,AD,0017-11-07
3,AD_0017-11-08,11.08041667,-58.3125,AD,0017-11-08
4,AD_0017-11-09,11.06177083,-60.16645833,AD,0017-11-09
5,AD_0017-11-10,11.04197917,-59.18260417,AD,0017-11-10
6,AD_0017-11-11,11.0203125,-54.24114583,AD,0017-11-11
7,AD_0017-11-12,10.99572917,-49.80677083,AD,0017-11-12
8,AD_0017-11-13,10.97,-48.83447917,AD,0017-11-13
9,AD_0017-11-14,10.94322917,-50.219375,AD,0017-11-14
10,AD_0017-11-15,10.90572917,-53.45145833,AD,0017-11-15
11,AD_0017-11-16,10.84729167,-54.81625,AD,0017-11-16
12,AD_0017-11-17,10.80302083,-56.89822917,AD,0017-11-17
13,AD_0017-11-18,10.7609375,-54.73385417,AD,0017-11-18
14,AD_0017-11-19,10.71458333,-44.50854167,AD,0017-11-19
15,AD_0017-11-20,10.6846875,-31.0390625,AD,0017-11-20
16,AD_0017-11-21,10.65791667,-24.1425,AD,0017-11-21
17,AD_0017-11-22,10.52947917,-19.89104167,AD,0017-11-22
18,AD_0017-11-23,10.46802083,-15.62302083,AD,0017-11-23
19,AD_0017-11-24,10.419375,-15.11364583,AD,0017-11-24
20,AD_0017-11-25,10.37083333,-15.82364583,AD,0017-11-25
21,AD_0017-11-26,10.32708333,-19.9325,AD,0017-11-26
22,AD_0017-11-27,10.28020833,-22.60489583,AD,0017-11-27
23,AD_0017-11-28,10.22708333,-22.04697917,AD,0017-11-28
24,AD_0017-11-29,10.1840625,-26.22260417,AD,0017-11-29
25,AD_0017-11-30,10.15364583,-29.71322917,AD,0017-11-30
26,AD_0017-12-01,10.11125,-34.78802083,AD,0017-12-01
27,AD_0017-12-02,10.0690625,-38.63135417,AD,0017-12-02
28,AD_0017-12-03,10.02604167,-40.33989583,AD,0017-12-03
29,AD_0017-12-04,9.9853125,-43.4884375,AD,0017-12-04
30,AD_0017-12-05,9.944895833,-45.13510417,AD,0017-12-05
31,AD_0017-12-06,9.9025,-45.69697917,AD,0017-12-06
32,AD_0017-12-07,9.8590625,-44.69927083,AD,0017-12-07
33,AD_0017-12-08,9.816770833,-44.1296875,AD,0017-12-08
34,AD_0017-12-09,9.772604167,-42.27697917,AD,0017-12-09
35,AD_0017-12-10,9.7459375,-41.4875,AD,0017-12-10
36,AD_0017-12-11,9.709895833,-44.24020833,AD,0017-12-11
37,AD_0017-12-12,9.689166667,-40.47208333,AD,0017-12-12
38,AD_0017-12-13,9.552708333,-3.996666667,AD,0017-12-13
39,AD_0017-12-14,9.4321875,9.21625,AD,0017-12-14
40,AD_0017-12-15,9.337291667,18.150625,AD,0017-12-15
41,AD_0017-12-16,9.275729167,4.865104167,AD,0017-12-16
42,AD_0017-12-17,9.223020833,0.493125,AD,0017-12-17
43,AD_0017-12-18,9.158645833,-1.344270833,AD,0017-12-18
44,AD_0017-12-19,9.088645833,-2.702708333,AD,0017-12-19
45,AD_0017-12-20,9.016354167,-3.545,AD,0017-12-20
46,AD_0017-12-21,8.950208333,-4.366041667,AD,0017-12-21
47,AD_0017-12-22,8.889166667,-5.711458333,AD,0017-12-22
48,AD_0017-12-23,8.833645833,-6.248020833,AD,0017-12-23
49,AD_0017-12-24,8.781666667,-7.109270833,AD,0017-12-24
50,AD_0017-12-25,8.738958333,-7.803958333,AD,0017-12-25
51,AD_0017-12-26,8.698854167,-8.263333333,AD,0017-12-26
52,AD_0017-12-27,8.6609375,-9.390520833,AD,0017-12-27
53,AD_0017-12-28,8.62375,-11.55208333,AD,0017-12-28
54,AD_0017-12-29,8.5865625,-13.39979167,AD,0017-12-29
55,AD_0017-12-30,8.553958333,-13.69427083,AD,0017-12-30
56,AD_0017-12-31,8.520104167,-12.8471875,AD,0017-12-31
57,AD_0018-01-01,8.4840625,-9.844270833,AD,0018-01-01
58,AD_0018-01-02,8.457604167,-11.85072917,AD,0018-01-02
59,AD_0018-01-03,8.4296875,-4.125208333,AD,0018-01-03
60,AD_0018-01-04,8.3603125,27.16479167,AD,0018-01-04
61,AD_0018-01-05,8.322291667,27.53458333,AD,0018-01-05
62,AD_0018-01-06,8.2965625,25.5646875,AD,0018-01-06
63,AD_0018-01-07,8.264270833,23.314375,AD,0018-01-07
64,AD_0018-01-08,8.226041667,21.58041667,AD,0018-01-08
65,AD_0018-01-09,8.1846875,20.828125,AD,0018-01-09
66,AD_0018-01-10,8.1440625,21.77510417,AD,0018-01-10
67,AD_0018-01-11,8.102604167,22.45229167,AD,0018-01-11
68,AD_0018-01-12,8.06375,22.88270833,AD,0018-01-12
69,AD_0018-01-13,8.024479167,21.81625,AD,0018-01-13
70,AD_0018-01-14,7.983958333,20.320625,AD,0018-01-14
71,AD_0018-01-15,7.9953125,20.0590625,AD,0018-01-15
72,AD_0018-01-16,7.934479167,20.28239583,AD,0018-01-16
73,AD_0018-01-17,7.864375,18.17729167,AD,0018-01-17
74,AD_0018-01-18,7.8225,17.78677083,AD,0018-01-18
75,AD_0018-01-19,7.776666667,17.92697917,AD,0018-01-19
76,AD_0018-01-20,7.735520833,19.35541667,AD,0018-01-20
77,AD_0018-01-21,7.696666667,18.11145833,AD,0018-01-21
78,AD_0018-01-22,7.657708333,17.62802083,AD,0018-01-22
79,AD_0018-01-23,7.618541667,16.19760417,AD,0018-01-23
80,AD_0018-01-24,7.583854167,17.00604167,AD,0018-01-24
81,AD_0018-01-25,7.5684375,16.13104167,AD,0018-01-25
82,AD_0018-01-26,7.5446875,15.50520833,AD,0018-01-26
83,AD_0018-01-27,7.5303125,14.428125,AD,0018-01-27
84,AD_0018-01-28,7.511770833,14.96458333,AD,0018-01-28
85,AD_0018-01-29,7.49625,19.33125,AD,0018-01-29
86,AD_0018-01-30,7.503020833,18.13583333,AD,0018-01-30
87,AD_0018-01-31,7.5071875,19.03989583,AD,0018-01-31
88,AD_0018-02-01,7.552291667,18.19208333,AD,0018-02-01
89,AD_0018-02-02,7.561041667,16.71208333,AD,0018-02-02
90,AD_0018-02-03,7.558020833,15.47104167,AD,0018-02-03
91,AD_0018-02-04,7.495416667,13.40666667,AD,0018-02-04
92,AD_0018-02-05,7.396041667,12.82010417,AD,0018-02-05
93,AD_0018-02-06,7.3684375,12.4771875,AD,0018-02-06
94,AD_0018-02-07,7.33375,10.43333333,AD,0018-02-07
95,AD_0018-02-08,7.31125,8.5871875,AD,0018-02-08
96,AD_0018-02-09,7.317395833,7.2346875,AD,0018-02-09
97,AD_0018-02-10,7.296979167,5.928125,AD,0018-02-10
98,AD_0018-02-11,7.236041667,6.395625,AD,0018-02-11
99,AD_0018-02-12,7.200729167,4.70125,AD,0018-02-12
100,AD_0018-02-13,7.1721875,3.523125,AD,0018-02-13
101,AD_0018-02-14,7.1759375,2.066458333,AD,0018-02-14
102,AD_0018-02-15,7.1128125,1.638541667,AD,0018-02-15
103,AD_0018-02-16,7.068125,0.59875,AD,0018-02-16
104,AD_0018-02-17,7.04625,0.993333333,AD,0018-02-17
105,AD_0018-02-18,7.0125,1.431666667,AD,0018-02-18
106,AD_0018-02-19,6.9753125,1.868645833,AD,0018-02-19
107,AD_0018-02-20,6.943854167,0.818125,AD,0018-02-20
108,AD_0018-02-21,6.925520833,-0.113333333,AD,0018-02-21
109,AD_0018-02-22,6.916666667,-0.655416667,AD,0018-02-22
110,AD_0018-02-23,6.92,-1.642604167,AD,0018-02-23
111,AD_0018-02-24,6.928020833,-3.0296875,AD,0018-02-24
112,AD_0018-02-25,6.92,-4.182604167,AD,0018-02-25
113,AD_0018-02-26,6.851875,-4.932395833,AD,0018-02-26
114,AD_0018-02-27,6.829791667,-5.58375,AD,0018-02-27
115,AD_0018-02-28,6.798020833,-7.073333333,AD,0018-02-28
116,AD_0018-03-01,6.765,-7.25875,AD,0018-03-01
117,AD_0018-03-02,6.728333333,-7.728645833,AD,0018-03-02
118,AD_0018-03-03,6.7,-9.259583333,AD,0018-03-03
119,AD_0018-03-04,6.666979167,-10.234375,AD,0018-03-04
120,AD_0018-03-05,6.634479167,-10.756875,AD,0018-03-05
121,AD_0018-03-06,6.613541667,-11.42291667,AD,0018-03-06
122,AD_0018-03-07,6.5853125,-11.86864583,AD,0018-03-07
123,AD_0018-03-08,6.537708333,-11.93572917,AD,0018-03-08
124,AD_0018-03-09,6.502395833,-6.8240625,AD,0018-03-09
125,AD_0018-03-10,6.477083333,-3.011979167,AD,0018-03-10
126,AD_0018-03-11,6.4615625,1.060208333,AD,0018-03-11
127,AD_0018-03-12,6.41875,3.714791667,AD,0018-03-12
128,AD_0018-03-13,6.3834375,21.06114583,AD,0018-03-13
129,AD_0018-03-14,6.357604167,17.60791667,AD,0018-03-14
130,AD_0018-03-15,6.3259375,16.2028125,AD,0018-03-15
131,AD_0018-03-16,6.2990625,14.49895833,AD,0018-03-16
132,AD_0018-03-17,6.276354167,12.88854167,AD,0018-03-17
133,AD_0018-03-18,6.2559375,11.61416667,AD,0018-03-18
134,AD_0018-03-19,6.237604167,10.98479167,AD,0018-03-19
135,AD_0018-03-20,6.218125,9.901666667,AD,0018-03-20
136,AD_0018-03-21,6.2025,9.274166667,AD,0018-03-21
137,AD_0018-03-22,6.183229167,11.35895833,AD,0018-03-22
138,AD_0018-03-23,6.162604167,11.93114583,AD,0018-03-23
139,AD_0018-03-24,6.141041667,11.41572917,AD,0018-03-24
140,AD_0018-03-25,6.121145833,10.52708333,AD,0018-03-25
141,AD_0018-03-26,6.098125,9.546354167,AD,0018-03-26
142,AD_0018-03-27,6.078645833,9.1503125,AD,0018-03-27
143,AD_0018-03-28,6.0603125,9.141458333,AD,0018-03-28
144,AD_0018-03-29,6.040208333,9.673854167,AD,0018-03-29
145,AD_0018-03-30,6.024895833,10.90333333,AD,0018-03-30
146,AD_0018-03-31,6.013020833,13.20479167,AD,0018-03-31
147,AD_0018-04-01,5.999270833,14.76458333,AD,0018-04-01
148,AD_0018-04-02,5.99,16.79760417,AD,0018-04-02
149,AD_0018-04-03,5.983229167,26.24604167,AD,0018-04-03
150,AD_0018-04-04,5.969895833,70.95125,AD,0018-04-04
151,AD_0018-04-05,5.947395833,91.51052083,AD,0018-04-05
152,AD_0018-04-06,5.958541667,85.85302083,AD,0018-04-06
153,AD_0018-04-07,5.955208333,60.86927083,AD,0018-04-07
154,AD_0018-04-08,5.953333333,49.01625,AD,0018-04-08
155,AD_0018-04-09,5.95,45.90697917,AD,0018-04-09
156,AD_0018-04-10,5.947604167,43.5396875,AD,0018-04-10
157,AD_0018-04-11,5.94,42.05239583,AD,0018-04-11
158,AD_0018-04-12,5.9475,41.22291667,AD,0018-04-12
159,AD_0018-04-13,5.9534375,40.01302083,AD,0018-04-13
160,AD_0018-04-14,5.968958333,40.19666667,AD,0018-04-14
161,AD_0018-04-15,5.9909375,40.8403125,AD,0018-04-15
162,AD_0018-04-16,6.017395833,39.79270833,AD,0018-04-16
163,AD_0018-04-17,6.046979167,38.19302083,AD,0018-04-17
164,AD_0018-04-18,6.080208333,37.25416667,AD,0018-04-18
165,AD_0018-04-19,6.116145833,36.68,AD,0018-04-19
166,AD_0018-04-20,6.1553125,36.51291667,AD,0018-04-20
167,AD_0018-04-21,6.196666667,35.274375,AD,0018-04-21
168,AD_0018-04-22,6.2403125,34.7428125,AD,0018-04-22
169,AD_0018-04-23,6.287916667,33.82135417,AD,0018-04-23
170,AD_0018-04-24,6.339270833,32.9384375,AD,0018-04-24
171,AD_0018-04-25,6.395625,34.37177083,AD,0018-04-25
172,AD_0018-04-26,6.455208333,33.8896875,AD,0018-04-26
173,AD_0018-04-27,6.516770833,33.22822917,AD,0018-04-27
174,AD_0018-04-28,6.579375,32.5496875,AD,0018-04-28
175,AD_0018-04-29,6.641458333,31.62645833,AD,0018-04-29
176,AD_0018-04-30,6.702291667,31.88802083,AD,0018-04-30
177,AD_0018-05-01,6.760729167,30.99645833,AD,0018-05-01
178,AD_0018-05-02,6.816979167,29.80239583,AD,0018-05-02
179,AD_0018-05-03,6.872604167,28.79979167,AD,0018-05-03
180,AD_0018-05-04,6.926770833,27.5096875,AD,0018-05-04
181,AD_0018-05-05,6.980625,26.6446875,AD,0018-05-05
182,AD_0018-05-06,7.033125,25.89125,AD,0018-05-06
183,AD_0018-05-07,7.083645833,25.09520833,AD,0018-05-07
184,AD_0018-05-08,7.131875,24.3546875,AD,0018-05-08
185,AD_0018-05-09,7.178854167,23.2609375,AD,0018-05-09
186,AD_0018-05-10,7.2228125,22.20416667,AD,0018-05-10
187,AD_0018-05-11,7.267083333,21.56072917,AD,0018-05-11
188,AD_0018-05-12,7.310520833,20.9478125,AD,0018-05-12
189,AD_0018-05-13,7.355520833,19.9384375,AD,0018-05-13
190,AD_0018-05-14,7.401770833,18.2071875,AD,0018-05-14
191,AD_0018-05-15,7.449895833,17.4103125,AD,0018-05-15
192,AD_0018-05-16,7.499270833,16.70802083,AD,0018-05-16
193,AD_0018-05-17,7.550208333,15.6296875,AD,0018-05-17
194,AD_0018-05-18,7.602291667,14.55697917,AD,0018-05-18
195,AD_0018-05-19,7.655208333,12.79177083,AD,0018-05-19
196,AD_0018-05-20,7.709166667,11.45010417,AD,0018-05-20
197,AD_0018-05-21,7.763958333,10.78729167,AD,0018-05-21
198,AD_0018-05-22,7.8190625,9.295729167,AD,0018-05-22
199,AD_0018-05-23,7.873333333,7.104479167,AD,0018-05-23
200,AD_0018-05-24,7.927083333,5.783645833,AD,0018-05-24
201,AD_0018-05-25,7.981979167,4.292604167,AD,0018-05-25
202,AD_0018-05-26,8.033541667,3.128854167,AD,0018-05-26
203,AD_0018-05-27,8.085104167,2.335104167,AD,0018-05-27
204,AD_0018-05-28,8.1365625,0.344270833,AD,0018-05-28
205,AD_0018-05-29,8.188958333,-1.601666667,AD,0018-05-29
206,AD_0018-05-30,8.242083333,-3.8334375,AD,0018-05-30
207,AD_0018-05-31,8.295104167,-5.793645833,AD,0018-05-31
208,AD_0018-06-01,8.3496875,-7.648645833,AD,0018-06-01
209,AD_0018-06-02,8.405208333,-9.6578125,AD,0018-06-02
210,AD_0018-06-03,8.46375,-9.486666667,AD,0018-06-03
211,AD_0018-06-04,8.524270833,-9.684791667,AD,0018-06-04
212,AD_0018-06-05,8.586979167,-12.73375,AD,0018-06-05
213,AD_0018-06-06,8.652395833,-15.63364583,AD,0018-06-06
214,AD_0018-06-07,8.719375,-18.04947917,AD,0018-06-07
215,AD_0018-06-08,8.786666667,-21.07239583,AD,0018-06-08
216,AD_0018-06-09,8.853229167,-24.1634375,AD,0018-06-09
217,AD_0018-06-10,8.918958333,-20.42708333,AD,0018-06-10
218,AD_0018-06-11,8.984270833,-12.35,AD,0018-06-11
219,AD_0018-06-12,9.047916667,-13.9346875,AD,0018-06-12
220,AD_0018-06-13,9.110520833,-16.30239583,AD,0018-06-13
221,AD_0018-06-14,9.174375,-19.344375,AD,0018-06-14
222,AD_0018-06-15,9.2378125,-22.63864583,AD,0018-06-15
223,AD_0018-06-16,9.300520833,-25.95375,AD,0018-06-16
224,AD_0018-06-17,9.360729167,-28.94427083,AD,0018-06-17
225,AD_0018-06-18,9.4184375,-32.79239583,AD,0018-06-18
226,AD_0018-06-19,9.47375,-35.71083333,AD,0018-06-19
227,AD_0018-06-20,9.5275,-39.5259375,AD,0018-06-20
228,AD_0018-06-21,9.577083333,-32.75385417,AD,0018-06-21
229,AD_0018-06-22,9.631458333,-20.80520833,AD,0018-06-22
230,AD_0018-06-23,9.685104167,-24.77854167,AD,0018-06-23
231,AD_0018-06-24,9.734479167,-27.8753125,AD,0018-06-24
232,AD_0018-06-25,9.782708333,-31.53239583,AD,0018-06-25
233,AD_0018-06-26,9.829166667,-36.2809375,AD,0018-06-26
234,AD_0018-06-27,9.873020833,-41.4509375,AD,0018-06-27
235,AD_0018-06-28,9.915416667,-45.28166667,AD,0018-06-28
236,AD_0018-06-29,9.953645833,-48.57125,AD,0018-06-29
237,AD_0018-06-30,9.990729167,-53.6715625,AD,0018-06-30
238,AD_0018-07-01,10.02541667,-57.8971875,AD,0018-07-01
239,AD_0018-07-02,10.06145833,-60.68104167,AD,0018-07-02
240,AD_0018-07-03,10.096875,-65.1703125,AD,0018-07-03
241,AD_0018-07-04,10.13395833,-68.0015625,AD,0018-07-04
242,AD_0018-07-05,10.16833333,-68.20666667,AD,0018-07-05
243,AD_0018-07-06,10.2028125,-73.25427083,AD,0018-07-06
244,AD_0018-07-07,10.23666667,-76.59385417,AD,0018-07-07
245,AD_0018-07-08,10.2690625,-77.22635417,AD,0018-07-08
246,AD_0018-07-09,10.3021875,-78.54770833,AD,0018-07-09
247,AD_0018-07-10,10.33552083,-81.85041667,AD,0018-07-10
248,AD_0018-07-11,10.36604167,-72.888125,AD,0018-07-11
249,AD_0018-07-12,10.39802083,-64.798125,AD,0018-07-12
250,AD_0018-07-13,10.43083333,-68.93135417,AD,0018-07-13
251,AD_0018-07-14,10.46354167,-71.19135417,AD,0018-07-14
252,AD_0018-07-15,10.49520833,-73.83541667,AD,0018-07-15
253,AD_0018-07-16,10.52583333,-78.20625,AD,0018-07-16
254,AD_0018-07-17,10.554375,-82.15,AD,0018-07-17
255,AD_0018-07-18,10.585,-85.4803125,AD,0018-07-18
256,AD_0018-07-19,10.61416667,-90.12239583,AD,0018-07-19
257,AD_0018-07-20,10.64416667,-92.19895833,AD,0018-07-20
258,AD_0018-07-21,10.67572917,-96.35520833,AD,0018-07-21
259,AD_0018-07-22,10.70854167,-99.60760417,AD,0018-07-22
260,AD_0018-07-23,10.73989583,-102.5625,AD,0018-07-23
261,AD_0018-07-24,10.7728125,-106.1132292,AD,0018-07-24
262,AD_0018-07-25,10.8059375,-110.575,AD,0018-07-25
263,AD_0018-07-26,10.8390625,-114.6691667,AD,0018-07-26
264,AD_0018-07-27,10.8728125,-115.388125,AD,0018-07-27
265,AD_0018-07-28,10.90447917,-117.1703125,AD,0018-07-28
266,AD_0018-07-29,10.93875,-120.2594792,AD,0018-07-29
267,AD_0018-07-30,10.974375,-122.7144792,AD,0018-07-30
268,AD_0018-07-31,11.01177083,-125.9476042,AD,0018-07-31
269,AD_0018-08-01,11.04875,-125.4234375,AD,0018-08-01
270,AD_0018-08-02,11.08791667,-128.0703125,AD,0018-08-02
271,AD_0018-08-03,11.12760417,-130.6480208,AD,0018-08-03
272,AD_0018-08-04,11.16833333,-131.4654167,AD,0018-08-04
273,AD_0018-08-05,11.21041667,-132.8973958,AD,0018-08-05
274,AD_0018-08-06,11.2509375,-134.6171875,AD,0018-08-06
275,AD_0018-08-07,11.29239583,-137.6583333,AD,0018-08-07
276,AD_0018-08-08,11.33364583,-140.4170833,AD,0018-08-08
277,AD_0018-08-09,11.37114583,-141.9530208,AD,0018-08-09
278,AD_0018-08-10,11.41052083,-137.0953125,AD,0018-08-10
279,AD_0018-08-11,11.44854167,-133.7761458,AD,0018-08-11
280,AD_0018-08-12,11.48614583,-129.0191667,AD,0018-08-12
281,AD_0018-08-13,11.52447917,-128.6367708,AD,0018-08-13
282,AD_0018-08-14,11.56208333,-129.2272917,AD,0018-08-14
283,AD_0018-08-15,11.59760417,-132.9078125,AD,0018-08-15
284,AD_0018-08-16,11.631875,-137.1873958,AD,0018-08-16
285,AD_0018-08-17,11.661875,-139.51375,AD,0018-08-17
286,AD_0018-08-18,11.69052083,-141.2632292,AD,0018-08-18
287,AD_0018-08-19,11.71822917,-142.7334375,AD,0018-08-19
288,AD_0018-08-20,11.74302083,-140.9795833,AD,0018-08-20
289,AD_0018-08-21,11.76833333,-145.8222917,AD,0018-08-21
290,AD_0018-08-22,11.79166667,-147.0371875,AD,0018-08-22
291,AD_0018-08-23,11.81552083,-148.8897917,AD,0018-08-23
292,AD_0018-08-24,11.83697917,-147.9635417,AD,0018-08-24
293,AD_0018-08-25,11.85708333,-148.3376042,AD,0018-08-25
294,AD_0018-08-26,11.87625,-150.3930208,AD,0018-08-26
295,AD_0018-08-27,11.89510417,-148.3742708,AD,0018-08-27
296,AD_0018-08-28,11.91145833,-151.7616667,AD,0018-08-28
297,AD_0018-08-29,11.92583333,-153.4932292,AD,0018-08-29
298,AD_0018-08-30,11.93895833,-149.2492708,AD,0018-08-30
299,AD_0018-08-31,11.951875,-150.1392708,AD,0018-08-31
300,AD_0018-09-01,11.96,-152.5179167,AD,0018-09-01
301,AD_0018-09-02,11.96822917,-152.47375,AD,0018-09-02
302,AD_0018-09-03,11.97489583,-154.4491667,AD,0018-09-03
303,AD_0018-09-04,11.98,-155.3592708,AD,0018-09-04
304,AD_0018-09-05,11.9853125,-156.2872917,AD,0018-09-05
305,AD_0018-09-06,11.99,-156.6677083,AD,0018-09-06
306,AD_0018-09-07,11.99510417,-155.6783333,AD,0018-09-07
307,AD_0018-09-08,12,-159.6721875,AD,0018-09-08
308,AD_0018-09-09,12.00791667,-162.1816667,AD,0018-09-09
309,AD_0018-09-10,12.01333333,-162.5352083,AD,0018-09-10
310,AD_0018-09-11,12.02,-159.5921875,AD,0018-09-11
311,AD_0018-09-12,12.02854167,-158.6111458,AD,0018-09-12
312,AD_0018-09-13,12.03447917,-161.0196875,AD,0018-09-13
313,AD_0018-09-14,12.04,-163.6116667,AD,0018-09-14
314,AD_0018-09-15,12.0459375,-165.175625,AD,0018-09-15
315,AD_0018-09-16,12.05,-166.2466667,AD,0018-09-16
316,AD_0018-09-17,12.05083333,-168.3963542,AD,0018-09-17
317,AD_0018-09-18,12.06,-170.1176042,AD,0018-09-18
318,AD_0018-09-19,12.06,-171.315625,AD,0018-09-19
319,AD_0018-09-20,12.06,-172.7108333,AD,0018-09-20
320,AD_0018-09-21,12.06,-171.8557292,AD,0018-09-21
321,AD_0018-09-22,12.05958333,-171.4286458,AD,0018-09-22
322,AD_0018-09-23,12.05125,-169.0380208,AD,0018-09-23
323,AD_0018-09-24,12.0503125,-172.5590625,AD,0018-09-24
324,AD_0018-09-25,12.05072917,-174.1865625,AD,0018-09-25
325,AD_0018-09-26,12.05,-173.0805208,AD,0018-09-26
326,AD_0018-09-27,12.05041667,-173.3375,AD,0018-09-27
327,AD_0018-09-28,12.05,-175.4765625,AD,0018-09-28
328,AD_0018-09-29,12.04583333,-175.7760417,AD,0018-09-29
329,AD_0018-09-30,12.03833333,-175.5939583,AD,0018-09-30
330,AD_0018-10-01,12.02864583,-174.4764583,AD,0018-10-01
331,AD_0018-10-02,12.01854167,-171.3025,AD,0018-10-02
332,AD_0018-10-03,12.00760417,-173.7025,AD,0018-10-03
333,AD_0018-10-04,11.99541667,-171.9066667,AD,0018-10-04
334,AD_0018-10-05,11.98239583,-172.405625,AD,0018-10-05
335,AD_0018-10-06,11.96625,-172.7754167,AD,0018-10-06
336,AD_0018-10-07,11.94947917,-174.081875,AD,0018-10-07
337,AD_0018-10-08,11.9309375,-174.0184375,AD,0018-10-08
338,AD_0018-10-09,11.9125,-175.1826042,AD,0018-10-09
339,AD_0018-10-10,11.89354167,-176.3095833,AD,0018-10-10
340,AD_0018-10-11,11.87479167,-177.0883333,AD,0018-10-11
341,AD_0018-10-12,11.855625,-178.9291667,AD,0018-10-12
342,AD_0018-10-13,11.836875,-179.5946875,AD,0018-10-13
343,AD_0018-10-14,11.8175,-179.3355208,AD,0018-10-14
344,AD_0018-10-15,11.79864583,-180.7285417,AD,0018-10-15
345,AD_0018-10-16,11.78125,-181.3938542,AD,0018-10-16
346,AD_0018-10-17,11.76479167,-180.3119792,AD,0018-10-17
347,AD_0018-10-18,11.7503125,-179.4889583,AD,0018-10-18
348,AD_0018-10-19,11.7365625,-179.6667708,AD,0018-10-19
349,AD_0018-10-20,11.72489583,-180.3604167,AD,0018-10-20
350,AD_0018-10-21,11.71385417,-180.0447917,AD,0018-10-21
351,AD_0018-10-22,11.70333333,-181.2270833,AD,0018-10-22
352,AD_0018-10-23,11.69260417,-178.1460417,AD,0018-10-23
353,AD_0018-10-24,11.680625,-181.2719792,AD,0018-10-24
354,AD_0018-10-25,11.66708333,-180.2932292,AD,0018-10-25
355,AD_0018-10-26,11.654375,-179.2698958,AD,0018-10-26
356,AD_0018-10-27,11.64,-180.0828125,AD,0018-10-27
357,AD_0018-10-28,11.62447917,-180.8410417,AD,0018-10-28
358,AD_0018-10-29,11.6075,-178.1353125,AD,0018-10-29
359,AD_0018-10-30,11.59104167,-176.0344792,AD,0018-10-30
360,AD_0018-10-31,11.57270833,-180.2334375,AD,0018-10-31
361,AD_0018-11-01,11.5525,-178.3616667,AD,0018-11-01
362,AD_0018-11-02,11.53072917,-179.2886458,AD,0018-11-02
363,AD_0018-11-03,11.50791667,-179.8564583,AD,0018-11-03
364,AD_0018-11-04,11.48239583,-178.1323958,AD,0018-11-04
365,AD_0018-11-05,11.45791667,-177.4789583,AD,0018-11-05
366,AD_0018-11-06,11.43104167,-178.0771875,AD,0018-11-06
367,AD_0018-11-07,11.404375,-178.8941667,AD,0018-11-07
368,AD_0018-11-08,11.3765625,-180.1513542,AD,0018-11-08
369,AD_0018-11-09,11.349375,-179.4032292,AD,0018-11-09
370,AD_0018-11-10,11.32145833,-178.8541667,AD,0018-11-10
371,AD_0018-11-11,11.293125,-179.9358333,AD,0018-11-11
372,AD_0018-11-12,11.26520833,-180.7379167,AD,0018-11-12
373,AD_0018-11-13,11.23791667,-181.4397917,AD,0018-11-13
374,AD_0018-11-14,11.210625,-182.12625,AD,0018-11-14
375,AD_0018-11-15,11.18489583,-182.1601042,AD,0018-11-15
376,AD_0018-11-16,11.16020833,-182.7332292,AD,0018-11-16
377,AD_0018-11-17,11.13729167,-182.884375,AD,0018-11-17
378,AD_0018-11-18,11.11489583,-181.9115625,AD,0018-11-18
379,AD_0018-11-19,11.0934375,-181.8360417,AD,0018-11-19
380,AD_0018-11-20,11.071875,-181.9773958,AD,0018-11-20
381,AD_0018-11-21,11.04947917,-183.1532292,AD,0018-11-21
382,AD_0018-11-22,11.02385417,-183.3685417,AD,0018-11-22
383,AD_0018-11-23,10.99635417,-183.1409375,AD,0018-11-23
384,AD_0018-11-24,10.96625,-182.9797917,AD,0018-11-24
385,AD_0018-11-25,10.9340625,-183.6672917,AD,0018-11-25
386,AD_0018-11-26,10.8990625,-184.2661458,AD,0018-11-26
387,AD_0018-11-27,10.86229167,-185.1166667,AD,0018-11-27
388,AD_0018-11-28,10.82333333,-185.2571875,AD,0018-11-28
389,AD_0018-11-29,10.78291667,-184.3375,AD,0018-11-29
390,AD_0018-11-30,10.74208333,-184.7197917,AD,0018-11-30
391,AD_0018-12-01,10.7009375,-185.2469792,AD,0018-12-01
392,AD_0018-12-02,10.65864583,-184.1255208,AD,0018-12-02
393,AD_0018-12-03,10.61541667,-185.1665625,AD,0018-12-03
394,AD_0018-12-04,10.57114583,-187.2080208,AD,0018-12-04
395,AD_0018-12-05,10.52645833,-187.2122917,AD,0018-12-05
396,AD_0018-12-06,10.4809375,-185.0371875,AD,0018-12-06
397,AD_0018-12-07,10.43770833,-183.4689583,AD,0018-12-07
398,AD_0018-12-08,10.3959375,-182.9011458,AD,0018-12-08
399,AD_0018-12-09,10.35541667,-180.3139583,AD,0018-12-09
400,AD_0018-12-10,10.31614583,-177.7967708,AD,0018-12-10
401,AD_0018-12-11,10.2771875,-175.6001042,AD,0018-12-11
402,AD_0018-12-12,10.24114583,-174.4017708,AD,0018-12-12
403,AD_0018-12-13,10.20614583,-171.9745833,AD,0018-12-13
404,AD_0018-12-14,10.17354167,-170.72625,AD,0018-12-14
405,AD_0018-12-15,10.1415625,-169.7835417,AD,0018-12-15
406,AD_0018-12-16,10.10875,-168.1735417,AD,0018-12-16
407,AD_0018-12-17,10.076875,-169.2857292,AD,0018-12-17
